-0.034668893	-0.0055301995	-0.11106406	0.057351165	0.05309078	0.049105454	-0.0500765	-0.024951056	0.06305905	-0.009393394	0.01846677	-0.04575719	0.06817142	0.017989188	-0.07325463	0.0025106643
0.0028108843	-0.018590093	-0.033140086	0.05804256	0.004730759	0.0787844	-0.12205229	-0.049840357	0.11356396	-0.029697925	0.0557718	-0.091137685	0.10437953	0.020119788	0.00942254	0.026214773
-0.014603735	-0.08886616	-0.035846457	0.006795309	0.06982667	0.03278732	-0.08585178	0.017079104	0.12266461	0.012738034	0.054095436	-0.0018621099	0.049250912	0.06625222	0.042840857	-0.007945287
0.06782567	-0.044969667	-0.08087365	0.0059364815	0.04519677	-0.006819443	-0.11653038	-0.036491442	0.08707067	-0.025288327	-0.0025527102	-0.05704307	0.03680228	0.017437967	-0.013119708	-0.019179069
-0.017465541	-0.03880842	-0.10265653	0.008612983	0.06395312	0.017022658	-0.060384396	0.019256001	0.0089982925	-0.028913867	0.03497177	0.0050047925	0.11925314	0.025814379	-0.026280282	0.037679467
0.08073794	0.0069817863	-0.087750316	0.023419788	0.011300722	0.13410015	-0.09910027	-0.09335523	0.02494904	-0.01351118	-0.03104164	0.017164767	-0.04071711	0.031243866	-0.009543529	-0.041507065
0.027761932	-0.015725773	-0.043835465	0.07811646	0.10483794	0.07858293	-0.067946136	0.046293106	0.13085407	-0.06610511	0.05714075	-0.00016888286	0.013810044	-0.039657712	0.0015887435	-0.014328657
0.012303385	0.03531818	-0.04286835	0.027288446	0.033182655	0.08475817	-0.08240953	-0.022282323	0.109888665	0.045151044	0.038887136	-0.035999104	-0.017021157	-0.01239467	-0.05607527	-0.030577885
-0.028791485	-0.0073925555	-0.0287589	0.024833744	-0.0048848293	0.100598216	-0.099301904	-0.005096329	0.07825103	-0.07587087	0.015007864	-0.060521483	0.07008598	0.05357928	-0.023458187	0.01290862
-0.02341146	-0.02853284	-0.019564068	0.02112196	0.012778203	0.05607741	-0.029559936	-0.006870686	0.04827309	-0.044623792	0.020734968	-0.07363769	0.028835582	0.07940394	-0.0038588343	-0.08141761
-0.11730744	0.0041252784	0.003307772	0.06929811	0.05364914	0.049794175	-0.014238334	0.023596158	0.10403517	0.0016770132	0.010435989	-0.13494639	0.042357214	0.032290936	0.01120213	0.010133248
0.0014694899	0.070370615	-0.017134126	0.0769378	0.08539479	0.071281925	-0.12076871	0.025933526	0.07678906	-0.07278052	-0.0060228826	-0.14736037	0.04921539	-0.04342703	0.005798527	-0.063655995
0.05234673	0.011374947	-0.08243891	0.036123287	-0.0077753225	-0.033548024	-0.055760827	-0.12306094	0.07136377	-0.011635438	0.035898123	-0.11218565	0.025878731	-0.03839374	-0.0026981155	0.04234605
-0.008218575	0.02223088	0.046752024	0.0046324907	0.10626535	0.06325034	-0.05188356	0.018241677	0.13835686	0.020350095	-0.028389258	0.0025578286	0.071418494	-0.104114555	-0.03092011	-0.028903108
0.008257799	-0.04807725	-0.02060699	0.10667324	0.01909286	0.0058508147	-0.0081907585	0.06641161	0.025664283	0.057370517	0.009540494	-0.052040994	-0.0017442433	0.013014704	-0.041385345	-0.017559
-0.031404603	-0.03915422	0.033275854	0.056225713	0.10593671	0.05649059	-0.069577955	-0.005848955	0.042243965	0.03975189	-0.03631526	-0.09206211	0.07904308	-0.020051507	-0.011106853	-0.024848834
-0.037284233	-0.040013988	-0.0555428	-0.020269515	0.036619484	0.064620875	-0.06010345	-0.05738641	0.08147805	0.082136706	0.044333473	-0.08460994	0.063514955	-0.028247623	0.007293406	-0.03705439
0.013988095	-0.0014966417	0.0011229763	0.084555015	0.016856652	0.0049567088	-0.09797354	-0.118237525	0.08598864	-0.023199571	-0.08240656	-0.09546265	0.05320778	0.056127097	-0.025625823	0.041226156
-0.0020319617	0.03044438	-0.049980056	0.04211056	-0.010309042	-0.011619851	-0.032198403	-0.03211503	0.099522375	-0.046638466	-0.04275531	-0.03295585	0.028395861	-0.015431187	0.070747845	-0.030482935
0.064291455	-0.058568314	-0.05529435	-0.060270056	0.046493877	0.020826418	-0.06793087	0.07564682	0.10993182	-0.09466063	0.03604351	-0.12855054	0.016955815	0.039253004	-0.010960441	-0.013053618
0.020110471	0.0064468035	-0.046375044	-0.01614096	-0.14528196	0.03979286	0.00656957	0.00049854984	0.054701537	-0.025058072	0.022760155	0.04587847	0.09637997	-0.005862066	0.03051658	-0.03163955
-0.072849646	0.046485938	0.04182967	-0.032792624	0.0844681	0.08867936	-0.008590482	-0.032321244	0.0874074	-0.0897902	-0.13889435	-0.08162582	0.10500344	-0.012245636	-0.00920458	0.070320636
-0.080703795	-0.063196495	-0.02047672	0.030404402	-0.04074636	-0.08699613	0.038650252	-0.028169043	0.046605535	0.016437912	0.07175564	-0.06940829	0.014799264	0.12942852	0.06911381	-0.072669305
0.02252714	0.008792294	0.052794233	0.044416606	0.0069906726	-0.015246627	-0.11999411	-0.01848341	0.16895665	0.062020745	-0.03018922	-0.009082395	0.10253081	0.0038768577	-0.019473579	-0.07086039
-0.06954744	-0.04015524	-0.14722523	-0.05705658	0.010019093	0.034031328	-0.04778185	0.014760678	0.13250524	0.05209611	0.07737385	-0.05780667	-0.010190457	0.059412885	-0.033918392	-0.025163773
